Rank,Title,Comment,Score,Url
172,二十二/Twenty Two  /  22,有一些东西不应该被遗忘。,8.7,https://movie.douban.com/subject/26430107/
173,冰川时代/Ice Age/冰河世纪  /  冰原历险记,松鼠才是角儿。,8.5,https://movie.douban.com/subject/1291578/
174,雨中曲/Singin' in the Rain/雨中情  /  万花嬉春,骨灰级歌舞片。,9.0,https://movie.douban.com/subject/1293460/
175,爆裂鼓手/Whiplash/鼓动真我(港)  /  进击的鼓手(台),这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,8.6,https://movie.douban.com/subject/25773932/
176,燃情岁月/Legends of the Fall/秋日传奇  /  真爱一世情(台),传奇，不是每个人都可以拥有。,8.8,https://movie.douban.com/subject/1295865/
177,未麻的部屋/Perfect Blue/蓝色的恐惧  /  蓝色恐惧,好的剧本是，就算你猜到了结局也猜不到全部。,8.9,https://movie.douban.com/subject/1395091/
178,模仿游戏/The Imitation Game/解码游戏(港)  /  模拟游戏,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,8.6,https://movie.douban.com/subject/10463953/
179,一个叫欧维的男人决定去死/En man som heter Ove/明天别再来敲门(台)  /  想死冇咁易(港),惠及一生的美丽。,8.8,https://movie.douban.com/subject/26628357/
180,人工智能/Artificial Intelligence: AI/AI人工智慧,对爱的执着，可以超越一切。,8.6,https://movie.douban.com/subject/1302827/
181,穿越时空的少女/時をかける少女/跳跃吧！时空少女(台)  /  Toki o kakeru shôjo,爱上未来的你。 ,8.6,https://movie.douban.com/subject/1937946/
182,忠犬八公物语/ハチ公物語/八千公物语  /  阿八的故事,养狗三日，便会对你终其一生。,9.1,https://movie.douban.com/subject/1959195/
183,房间/Room/不存在的房间(台)  /  抖室(港),被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,8.8,https://movie.douban.com/subject/25724855/
184,魔女宅急便/魔女の宅急便/魔女琪琪(台)  /  小魔女限时专送,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,8.6,https://movie.douban.com/subject/1307811/
185,魂断蓝桥/Waterloo Bridge/滑铁卢桥  /  断桥残梦,中国式内在的美国电影。,8.8,https://movie.douban.com/subject/1293964/
186,恐怖游轮/Triangle/汪洋血迷宮(台)  /  轮回三角,不要企图在重复中寻找已经失去的爱。,8.4,https://movie.douban.com/subject/3011051/
187,猜火车/Trainspotting/迷幻列车(港)  /  定位的火车,不可猜的青春迷笛。 ,8.5,https://movie.douban.com/subject/1292528/
188,完美陌生人/Perfetti sconosciuti/完美谎情(港)  /  波动的信息分享,来啊，互相伤害啊！,8.6,https://movie.douban.com/subject/26614893/
189,哪吒闹海/Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,想你时你在闹海。,9.0,https://movie.douban.com/subject/1307315/
190,罗生门/羅生門/Rashomon,人生的N种可能性。,8.8,https://movie.douban.com/subject/1291879/
191,海街日记/海街diary/海街女孩日记(港)  /  Kamakura Diary,是枝裕和的家庭习作。,8.7,https://movie.douban.com/subject/25895901/
192,黑客帝国3：矩阵革命/The Matrix Revolutions/骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,8.6,https://movie.douban.com/subject/1302467/
193,天书奇谭/The Legend of Sealed Book  /  Secrets of the Heavenly Book,传奇的年代，醉人的童话。,9.1,https://movie.douban.com/subject/1428581/
194,阿飞正传/阿飛正傳/Days of Being Wild,王家卫是一种风格，张国荣是一个代表。,8.5,https://movie.douban.com/subject/1305690/
195,香水/Perfume: The Story of a Murderer/香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,一个单凭体香达到高潮的男人。,8.5,https://movie.douban.com/subject/1760622/
196,朗读者/The Reader/为爱朗读(台)  /  读爱(港),当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,8.5,https://movie.douban.com/subject/2213597/
197,可可西里/Kekexili: Mountain Patrol,坚硬的信仰。,8.7,https://movie.douban.com/subject/1308857/
198,浪潮/Die Welle/恶魔教室(台)  /  白恤暴潮(港),世界离独裁只有五天。,8.7,https://movie.douban.com/subject/2297265/
199,谍影重重2/The Bourne Supremacy/叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),谁说王家卫镜头很晃？,8.6,https://movie.douban.com/subject/1308767/
200,牯岭街少年杀人事件/牯嶺街少年殺人事件/A Brighter Summer Day,弱者送给弱者的一刀。,8.8,https://movie.douban.com/subject/1292329/
201,谍影重重/The Bourne Identity/叛谍追击(港)  /  神鬼认证(台),哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,8.6,https://movie.douban.com/subject/1304102/
202,战争之王/Lord of War/军火之王(台 / 港),做一颗让别人需要你的棋子。,8.6,https://movie.douban.com/subject/1419936/
203,地球上的星星/Taare Zameen Par/心中的小星星(台)  /  每一个孩子都是特别的,天使保护事件始末。,8.9,https://movie.douban.com/subject/2363506/
204,疯狂的石头/Crazy Stone,中国版《两杆大烟枪》。,8.4,https://movie.douban.com/subject/1862151/
205,惊魂记/Psycho/精神病患者  /  触目惊心,故事的反转与反转，分裂电影的始祖。,8.9,https://movie.douban.com/subject/1293181/
206,青蛇/Green Snake,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,8.5,https://movie.douban.com/subject/1303394/
207,初恋这件小事/สิ่งเล็กเล็กที่เรียกว่า...รัก/初恋那件小事(港)  /  暗恋那点小事,黑小鸭速效美白记。,8.3,https://movie.douban.com/subject/4739952/
208,终结者2：审判日/Terminator 2: Judgment Day/终结者2  /  终结者2：末日审判,少见的超越首部的续集，动作片中的经典。,8.6,https://movie.douban.com/subject/1291844/
209,源代码/Source Code/启动原始码(台)  /  危机解密(港),邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,8.4,https://movie.douban.com/subject/3075287/
210,步履不停/歩いても 歩いても/横山家之味(港 / 台),日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,8.8,https://movie.douban.com/subject/2222996/
211,新龙门客栈/新龍門客棧/New Dragon Gate Inn,嬉笑怒骂，调风动月。,8.5,https://movie.douban.com/subject/1292287/
212,小萝莉的猴神大叔/Bajrangi Bhaijaan/娃娃返乡任务(台)  /  宝莱坞之钢铁奶爸(台),宝莱坞的萝莉与大叔。,8.5,https://movie.douban.com/subject/26393561/
213,爱在午夜降临前/Before Midnight/爱在午夜希腊时(台)  /  情约半生(港),所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,8.8,https://movie.douban.com/subject/10808442/
214,一次别离/جدایی نادر از سیمین/分居风暴(台)  /  伊朗式分居(港),只有有信仰的人才能说出事实真相。,8.7,https://movie.douban.com/subject/5964718/
215,追随/Following/跟踪(台)  /  致命追踪,诺兰的牛逼来源于内心散发出的恐惧。,8.9,https://movie.douban.com/subject/1397546/
216,功夫/功夫3D  /  Kung Fu Hustle,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,8.4,https://movie.douban.com/subject/1291543/
217,再次出发之纽约遇见你/Begin Again/再次出发  /  歌曲改变人生,爱我就给我看你的播放列表。,8.5,https://movie.douban.com/subject/6874403/
218,无耻混蛋/Inglourious Basterds/恶棍特工(台)  /  希魔撞正杀人狂(港),昆汀同学越来越变态了，比北野武还杜琪峰。,8.5,https://movie.douban.com/subject/1438652/
219,撞车/Crash/冲击效应  /  冲撞,天使与魔鬼的冲撞。,8.6,https://movie.douban.com/subject/1388216/
220,奇迹男孩/Wonder/奇迹,世界不完美，爱会有奇迹。,8.6,https://movie.douban.com/subject/26787574/
221,东京物语/東京物語/东京故事  /  Tokyo Story,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,9.2,https://movie.douban.com/subject/1291568/
222,梦之安魂曲/Requiem for a Dream/噩梦挽歌(台)  /  迷上瘾(港),一场没有春天的噩梦。,8.7,https://movie.douban.com/subject/1292270/
223,头号玩家/Ready Player One/玩家一号  /  挑战者1号(港),写给影迷，动漫迷和游戏迷的一封情书。,8.7,https://movie.douban.com/subject/4920389/
224,城市之光/City Lights/City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,永远的小人物，伟大的卓别林。,9.3,https://movie.douban.com/subject/1293908/
225,彗星来的那一夜/Coherence/相干性  /  相干效应,小成本大魅力。,8.5,https://movie.douban.com/subject/25807345/
226,血钻/Blood Diamond/血腥钻石  /  滴血钻石,每个美丽事物背后都是滴血的现实。,8.6,https://movie.douban.com/subject/1428175/
227,绿里奇迹/The Green Mile/绿色奇迹(台)  /  绿色英里,天使暂时离开。,8.7,https://movie.douban.com/subject/1300374/
228,2001太空漫游/2001: A Space Odyssey/2001：星际漫游  /  2001：太空奥德赛,现代科幻电影的开山之作，最伟大导演的最伟大影片。,8.7,https://movie.douban.com/subject/1292226/
229,聚焦/Spotlight/焦点追击(港)  /  惊爆焦点(台),新闻人的理性求真。,8.8,https://movie.douban.com/subject/25954475/
230,疯狂的麦克斯4：狂暴之路/Mad Max: Fury Road/末日先锋：战甲飞车(港)  /  疯狂麦斯：愤怒道(台),“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,8.6,https://movie.douban.com/subject/3592854/
231,这个男人来自地球/The Man from Earth/地球不死人(港)  /  这个人来自洞穴,科幻真正的魅力不是视觉效果能取代的。 ,8.5,https://movie.douban.com/subject/2300586/
232,E.T. 外星人/E.T.: The Extra-Terrestrial/外星人E.T.  /  外星人,生病的E.T.皮肤的颜色就像柿子饼。,8.5,https://movie.douban.com/subject/1294638/
233,末路狂花/Thelma & Louise/塞尔玛与路易丝  /  末路狂花,没有了退路，只好飞向自由。,8.7,https://movie.douban.com/subject/1291992/
234,釜山行/부산행/尸速列车(台)  /  尸杀列车(港),揭露人性的丧尸题材力作。,8.4,https://movie.douban.com/subject/25986180/
235,黑鹰坠落/Black Hawk Down/黑鹰降落  /  黑鹰计划,还原真实而残酷的战争。,8.6,https://movie.douban.com/subject/1291824/
236,发条橙/A Clockwork Orange/发条桔子  /  发条橙子,我完全康复了。,8.5,https://movie.douban.com/subject/1292233/
237,变脸/Face/Off/夺面双雄  /  夺命双雄,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,8.4,https://movie.douban.com/subject/1292659/
238,勇闯夺命岛/The Rock/石破天惊  /  绝地任务,类型片的极致。 ,8.6,https://movie.douban.com/subject/1292728/
239,新世界/신세계/暗黑新世界(台)  /  New World,要做就做得狠一点，这样才能活下去。,8.7,https://movie.douban.com/subject/10437779/
240,我爱你/그대를 사랑합니다/爱你  /  爱，是一生相伴(台),你要相信，这世上真的有爱存在，不管在什么年纪 ,9.0,https://movie.douban.com/subject/5908478/
241,"黄金三镖客/Il buono, il brutto, il cattivo./好·坏·丑  /  独行侠决斗地狱门(港)",最棒的西部片。,9.1,https://movie.douban.com/subject/1401118/
242,国王的演讲/The King's Speech/皇上无话儿(港)  /  王者之声：宣战时刻(台),皇上无话儿。,8.4,https://movie.douban.com/subject/4023638/
243,遗愿清单/The Bucket List/玩转身前事(港)  /  一路玩到挂(台),用剩余不多的时间，去燃烧整个生命。,8.6,https://movie.douban.com/subject/1867345/
244,非常嫌疑犯/The Usual Suspects/刺激惊爆点(台)  /  普通嫌疑犯,我不信仰上帝，但我敬畏上帝。,8.6,https://movie.douban.com/subject/1292214/
245,秒速5厘米/秒速5センチメートル/秒速五厘米  /  秒速5公分,青春就是放弃和怀念。,8.3,https://movie.douban.com/subject/2043546/
246,千钧一发/Gattaca/变种异煞  /  自然人,一部能引人思考的科幻励志片。,8.7,https://movie.douban.com/subject/1300117/
247,卡萨布兰卡/Casablanca/北非谍影(港)  /  卡萨布兰卡,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,8.6,https://movie.douban.com/subject/1296753/
248,驴得水/Mr. Donkey,过去的如果就让它过去了，未来只会越来越糟！,8.3,https://movie.douban.com/subject/25921812/
